LobbyingEntity,DateRange,Lobbyist,Client,House/Senate,BillNumber,BillActivity,AgentPosition,Amount,DirectBusinessAssosciation
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,Massachusetts Alliance of Boys & Girls Clubs,Senate Bill,312,An Act stopping harm inflicted by the exploitation of life and development,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,Massachusetts Alliance of Boys & Girls Clubs,House Bill,2471,An Act relative to tax exempt property,Oppose,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,Massachusetts Alliance of Boys & Girls Clubs,Executive,Department of Public Health (DPH),Discussions regarding summer camp health and safety regulations,Neutral,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,Massachusetts Alliance of Boys & Girls Clubs,House Bill,4743,An Act assisting non-profits to provide for COVID-19 unemployment benefits,Neutral,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,Massachusetts Alliance of Boys & Girls Clubs,House Bill,4000,"An Act making appropriations for the fiscal year 2020 for the maintenance of the departments, boards, commissions, institutions and certain activities of the commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements",Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,Massachusetts Alliance of Boys & Girls Clubs,Senate Bill,806,An Act creating the Home Works Program,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,Massachusetts Alliance of Boys & Girls Clubs,Senate Bill,260,An Act relative to access for after school and out-of-school time programs,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,Massachusetts Alliance of Boys & Girls Clubs,House Bill,2581,An Act relative to community tax relief,Oppose,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,Massachusetts Municipal  Wholesale Electric Company,House Bill,2863,"An Act relative to greenhouse gas emissions standards for municipal lighting plants, for the purpose of promoting the Commonwealth’s goals of reducing greenhouse gas emissions while acknowledging and preserving the statutory scheme of chapter 164 which places municipal lighting plant operations, finances, and rates under local control",Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,"Massachusetts Association of Insurance Agents, Inc.",Senate Bill,620,An Act relative to the fiduciary responsibility of lenders for non-payment of insurance premiums from escrowed accounts,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,"Massachusetts Association of Insurance Agents, Inc.",House Bill,1118,An Act to increase the minimum compulsory automobile insurance,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,"Massachusetts Association of Insurance Agents, Inc.",Senate Bill,639,An Act relative to the supplemental application requirement for dwelling fire insurance policies,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,"Massachusetts Association of Insurance Agents, Inc.",Senate Bill,2777,An Act relative to fair and accurate motor vehicle insurance quotes,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,"Massachusetts Association of Insurance Agents, Inc.",Senate Bill,638,An Act relative to the compulsory automobile insurance limits,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,"Massachusetts Association of Insurance Agents, Inc.",House Bill,974,An Act relative to special insurance brokers,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,"Massachusetts Association of Insurance Agents, Inc.",Executive,Division of Insurance (Executive Office of Health and Human Services),Support for essential worker status for insurance agents during COVID-19 state of emergency,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,"Massachusetts Association of Insurance Agents, Inc.",House Bill,4745,An Act providing hazard pay for essential workers in the COVID-19 emergency,Oppose,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,"Massachusetts Association of Insurance Agents, Inc.",Senate Bill,623,An Act relative to special insurance brokers,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,"Massachusetts Association of Insurance Agents, Inc.",Senate Bill,641,An Act relative to fair and accurate motor vehicle insurance quotes,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,"Massachusetts Association of Insurance Agents, Inc.",House Bill,1056,An Act relative to the supplemental application requirement for dwelling fire insurance policies,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,"Massachusetts Association of Insurance Agents, Inc.",House Bill,973,An Act relative to fair and accurate motor vehicle insurance quotes,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,"Massachusetts Association of Insurance Agents, Inc.",House Bill,1042,An Act relative to group market plans for automobile and homeowners insurance,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,"Massachusetts Association of Insurance Agents, Inc.",Senate Bill,2655,An Act concerning business interruption insurance,Oppose,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,"Massachusetts Association of Insurance Agents, Inc.",Senate Bill,580,An Act relative to commonwealth automobile reinsurers,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,"Massachusetts Association of Insurance Agents, Inc.",House Bill,4643,An Act relative to fair and accurate motor vehicle insurance quotes,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,"Blue Tarp reDevelopment, LLC dba MGM Springfield",Senate Bill,201,An Act to regulate sports wagering,Neutral,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,"Blue Tarp reDevelopment, LLC dba MGM Springfield",House Bill,366,An Act to regulate sports wagering,Neutral,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,"Blue Tarp reDevelopment, LLC dba MGM Springfield",Senate Bill,231,An Act relative to sports wagering,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,"Blue Tarp reDevelopment, LLC dba MGM Springfield",Senate Bill,229,An Act creating a special commission on sports gaming,Neutral,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,"Blue Tarp reDevelopment, LLC dba MGM Springfield",House Bill,377,"An Act to regulate online gaming, daily fantasy, and online sports betting",Neutral,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,"Blue Tarp reDevelopment, LLC dba MGM Springfield",Senate Bill,224,An Act to regulate sports wagering,Neutral,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,"Blue Tarp reDevelopment, LLC dba MGM Springfield",Executive,Office of the Governor,H.68- An Act expanding sports wagering in the Commonwealth,Neutral,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,"Blue Tarp reDevelopment, LLC dba MGM Springfield",House Bill,373,An Act relative to sports wagering,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,"Blue Tarp reDevelopment, LLC dba MGM Springfield",Executive,Office of the Governor,Executive Order No. 591- Emergency order relative to COVID-19,Neutral,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,"Blue Tarp reDevelopment, LLC dba MGM Springfield",House Bill,68,An Act expanding sports wagering in the Commonwealth,Neutral,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,"USA Hauling & Recycling, Inc.",House Bill,750,An Act to save recycling costs in the Commonwealth,Neutral,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,Massachusetts Aggregate and Asphalt Pavements Association a Division of Construction Industries of Massachusetts,House Bill,828,An Act to reform the Toxic Use Reduction Act,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,Massachusetts Aggregate and Asphalt Pavements Association a Division of Construction Industries of Massachusetts,Senate Bill,2220,An Act to reform the toxic use reduction act,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,Massachusetts Aggregate and Asphalt Pavements Association a Division of Construction Industries of Massachusetts,Senate Bill,2122,An Act relative to life cycle costs for long term pavement solutions,Oppose,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,Massachusetts Aggregate and Asphalt Pavements Association a Division of Construction Industries of Massachusetts,Senate Bill,2739,An Act authorizing and accelerating transportation investment,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,Massachusetts Aggregate and Asphalt Pavements Association a Division of Construction Industries of Massachusetts,Senate Bill,1889,An Act establishing a special commission to study the feasibility of incorporating conductive concrete in future public works projects,Oppose,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,Massachusetts Aggregate and Asphalt Pavements Association a Division of Construction Industries of Massachusetts,House Bill,4547,An Act authorizing and accelerating transportation investment,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,Lindy Farms of Connecticut,House Bill,13,An Act relative to horse racing and wagering,Oppose,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,Lindy Farms of Connecticut,Senate Bill,101,An Act relative to regulating horse racing and wagering,Oppose,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,Lindy Farms of Connecticut,House Bill,322,An Act to promote horse racing in the Commonwealth,Oppose,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,"TransparentBusiness, Inc.",House Bill,2769,An Act relative to state government processes to verify hours worked on computers for certain government contracts,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,PhysicianOne Urgent Care,Senate Bill,682,An Act to increase access to urgent care centers,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,PhysicianOne Urgent Care,House Bill,1156,An Act relative to urgent care access for MassHealth enrollees,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,PhysicianOne Urgent Care,House Bill,4134,An Act to improve health care by investing in VALUE,Neutral,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,PhysicianOne Urgent Care,Executive,Executive Office of Health and Human Services (EOHHS),Discussions regarding the use of urgent care facilities as part of COVID-19 response,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Anthony Arthur Abdelahad,PhysicianOne Urgent Care,House Bill,1956,An Act relative to a special commission to study electric and magnetic fields,Neutral,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Dennis Michael Murphy,Massachusetts Alliance of Boys & Girls Clubs,House Bill,4743,An Act assisting non-profits to provide for COVID-19 unemployment benefits,Neutral,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Dennis Michael Murphy,Massachusetts Alliance of Boys & Girls Clubs,House Bill,2407,An Act relative to payments in lieu of taxation by organizations exempt from the property tax,Oppose,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Dennis Michael Murphy,Massachusetts Alliance of Boys & Girls Clubs,House Bill,4196,An Act modernizing tobacco control,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Dennis Michael Murphy,Massachusetts Alliance of Boys & Girls Clubs,House Bill,4000,"An Act making appropriations for the fiscal year 2020 for the maintenance of the departments, boards, commissions, institutions and certain activities of the commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements",Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Dennis Michael Murphy,Massachusetts Alliance of Boys & Girls Clubs,House Bill,2581,An Act relative to community tax relief,Oppose,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Dennis Michael Murphy,Massachusetts Alliance of Boys & Girls Clubs,Executive,Massachusetts Department of Elementary and Secondary Education,Discussions relative to out of school and after school programming,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Dennis Michael Murphy,Massachusetts Alliance of Boys & Girls Clubs,Senate Bill,312,An Act stopping harm inflicted by the exploitation of life and development,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Dennis Michael Murphy,Massachusetts Alliance of Boys & Girls Clubs,House Bill,2471,An Act relative to tax exempt property,Oppose,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Dennis Michael Murphy,Massachusetts Alliance of Boys & Girls Clubs,Senate Bill,260,An Act relative to access for after school and out-of-school time programs,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Dennis Michael Murphy,Massachusetts Alliance of Boys & Girls Clubs,Executive,Department of Public Health (DPH),Discussions regarding summer camp health and safety regulations,Neutral,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Dennis Michael Murphy,Massachusetts Alliance of Boys & Girls Clubs,Executive,Other,Discussions relative to early childcare health and safety regulations,Neutral,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Dennis Michael Murphy,Massachusetts Alliance of Boys & Girls Clubs,Senate Bill,806,An Act creating the Home Works Program,Support,$0.00,N/A
Ventry Associates LLP,01/01/2020 - 06/30/2020,Dennis Michael Murphy,Massachusetts Municipal  Wholesale Electric Company,House Bill,2863,"An Act relative to greenhouse gas emissions standards for municipal lighting plants, for the purpose of promoting the Commonwealth’s goals of reducing greenhouse gas emissions while acknowledging and preserving the statutory scheme of chapter 164 which places municipal lighting plant operations, finances, and rates under local control",Support,$0.00,N/A
